,batsman,matches,hard_hitting_ability,finisher,fast_scoring_ability,consistency,running_between_wickets
85,HM Amla,16,0.1937799043062201,0.1875,1.3803827751196172,44.38461538461539,0.6261127596439169
86,CJ Anderson,26,0.16908212560386474,0.2692307692307692,1.2584541062801933,27.42105263157895,0.5261627906976745
87,JP Faulkner,45,0.14532019704433496,0.4222222222222222,1.2980295566502462,20.26923076923077,0.7060518731988472
88,OA Shah,22,0.14074074074074075,0.3181818181818182,1.2493827160493827,33.733333333333334,0.6666666666666666
89,CA Pujara,22,0.13399503722084366,0.13636363636363635,0.967741935483871,20.526315789473685,0.47564469914040114
90,Shakib Al Hasan,32,0.14713216957605985,0.25,1.2468827930174564,20.833333333333332,0.6842105263157895
91,A Mishra,49,0.08376963350785341,0.40816326530612246,0.8900523560209425,11.724137931034482,0.5771428571428572
92,RR Pant,24,0.2020997375328084,0.08333333333333333,1.4803149606299213,25.636363636363637,0.6447368421052632
93,JC Buttler,24,0.20266666666666666,0.08333333333333333,1.408,24.0,0.5771812080536913
94,AL Menaria,23,0.11444141689373297,0.08695652173913043,1.0926430517711172,19.095238095238095,0.6061538461538462
95,J Botha,28,0.12087912087912088,0.2857142857142857,1.1236263736263736,20.45,0.696875
96,LR Shukla,33,0.13687150837988826,0.18181818181818182,1.1312849162011174,15.0,0.5728155339805825
97,N Rana,15,0.15774647887323945,0.06666666666666667,1.2309859154929577,31.214285714285715,0.5451505016722408
98,SA Asnodkar,19,0.1875,-0.05263157894736842,1.2017045454545454,21.15,0.486013986013986
99,DT Christian,31,0.11396011396011396,0.25806451612903225,1.1965811965811965,18.26086956521739,0.7202572347266881
100,AD Russell,25,0.24285714285714285,0.12,1.64,26.09090909090909,0.6037735849056604
101,NLTC Perera,30,0.15030674846625766,0.26666666666666666,1.3006134969325154,19.272727272727273,0.6353790613718412
102,KS Williamson,15,0.14153846153846153,0.13333333333333333,1.2646153846153847,31.615384615384617,0.737410071942446
103,DB Ravi Teja,25,0.13538461538461538,0.24,1.1538461538461537,19.736842105263158,0.6441281138790036
104,GH Vihari,21,0.07430340557275542,0.14285714285714285,0.8668730650154799,15.555555555555555,0.6086956521739131
105,P Kumar,57,0.12074303405572756,0.3333333333333333,1.0526315789473684,8.947368421052632,0.528169014084507
106,MV Boucher,23,0.14150943396226415,0.391304347826087,1.2389937106918238,28.142857142857142,0.6886446886446886
107,UBT Chand,20,0.1305732484076433,0.0,0.9554140127388535,15.0,0.43223443223443225
108,JR Hopes,19,0.1910828025477707,0.15789473684210525,1.3280254777070064,26.0625,0.610236220472441
109,KH Pandya,19,0.2108626198083067,0.2631578947368421,1.5335463258785942,34.285714285714285,0.7125506072874493
110,S Sohal,20,0.16720257234726688,0.0,1.1832797427652733,18.4,0.4806201550387597
111,Azhar Mahmood,21,0.16720257234726688,0.09523809523809523,1.247588424437299,20.42105263157895,0.5945945945945946
112,JEC Franklin,16,0.11003236245954692,0.3125,1.058252427184466,29.727272727272727,0.6290909090909091
113,HH Pandya,33,0.16993464052287582,0.42424242424242425,1.326797385620915,21.36842105263158,0.5590551181102362
114,R Bhatia,47,0.12758620689655173,0.3617021276595745,1.1793103448275861,11.4,0.6640316205533597
115,AP Tare,27,0.17894736842105263,0.1111111111111111,1.1894736842105262,14.125,0.4829059829059829
116,KV Sharma,34,0.11228070175438597,0.38235294117647056,1.1122807017543859,15.095238095238095,0.6363636363636364
117,R Vinay Kumar,41,0.10175438596491228,0.3170731707317073,1.0666666666666667,10.857142857142858,0.6640625
118,P Negi,29,0.14788732394366197,0.3103448275862069,1.2429577464788732,17.65,0.6322314049586777
119,Gurkeerat Singh,24,0.16071428571428573,0.125,1.2214285714285715,16.285714285714285,0.6127659574468085
120,DJ Hooda,30,0.1444043321299639,0.13333333333333333,1.3465703971119134,14.346153846153847,0.729957805907173
121,RA Tripathi,14,0.21818181818181817,0.0,1.4218181818181819,27.928571428571427,0.5441860465116279
122,CH Morris,28,0.20363636363636364,0.5714285714285714,1.5963636363636364,36.583333333333336,0.771689497716895
123,Y Nagar,20,0.1070110701107011,0.3,1.051660516605166,20.357142857142858,0.6239669421487604
124,VVS Laxman,20,0.14022140221402213,0.05,1.040590405904059,14.842105263157896,0.5150214592274678
